timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 04:00:00,58.716178896344026,62.87326733586915,58.24295562250862,58.77927780151367,322423600,0.0,0.0
2020-03-17 04:00:00,60.06548110830406,62.516536915107906,57.854675154192996,61.36381530761719,324056000,0.0,0.0
2020-03-18 04:00:00,58.187153255274865,60.66975874633833,57.54405159077075,59.861637115478516,300233600,0.0,0.0
2020-03-19 04:00:00,60.03635017539576,61.358949819871114,58.87634499628649,59.402957916259766,271857200,0.0,0.0
2020-03-20 04:00:00,59.985403245758334,61.11386300197094,55.330821042511275,55.631744384765625,401693200,0.0,0.0
2020-03-23 04:00:00,55.350234801464175,55.45215955190559,51.595989830091725,54.449893951416016,336752800,0.0,0.0
2020-03-24 04:00:00,57.359613328429845,60.10916707001685,56.85969513959366,59.91259765625,287531200,0.0,0.0
2020-03-25 04:00:00,60.851756305887754,62.67184871782856,59.28647757221615,59.58254623413086,303602000,0.0,0.0
2020-03-26 04:00:00,59.82524536167027,62.77622003802829,59.786415821760485,62.717979431152344,252087200,0.0,0.0
2020-03-27 04:00:00,61.33713193576896,62.09428941209689,59.953862045174255,60.12131118774414,204216800,0.0,0.0
2020-03-30 04:00:00,60.84933827038797,62.0093436795025,60.52414557218957,61.837039947509766,167976400,0.0,0.0
2020-03-31 04:00:00,62.02875857181586,63.70081315714961,61.15511262455559,61.710845947265625,197002000,0.0,0.0
2020-04-01 04:00:00,59.82037323829742,60.35912091217952,58.03183020107801,58.46379852294922,176218400,0.0,0.0
2020-04-02 04:00:00,58.32547715782636,59.49276269917482,57.49066070248686,59.43937301635742,165934000,0.0,0.0
2020-04-03 04:00:00,58.9224639013772,59.626231543601605,57.99300285608874,58.585140228271484,129880000,0.0,0.0
2020-04-06 04:00:00,60.888148447467294,63.85125642014358,60.51927910129602,63.695945739746094,201820400,0.0,0.0
2020-04-07 04:00:00,65.71747694762487,65.93589399470639,62.853867417629125,62.95821762084961,202887200,0.0,0.0
2020-04-08 04:00:00,63.76148528714011,64.88509036892265,63.395044991841544,64.56961059570312,168895200,0.0,0.0
2020-04-09 04:00:00,65.20786807728709,65.54033721316215,64.2371518120858,65.03556060791016,161834800,0.0,0.0
2020-04-13 04:00:00,65.11319230173434,66.42123547383505,64.51134580427787,66.31202697753906,131022800,0.0,0.0
2020-04-14 04:00:00,67.9501340306998,69.95223619410436,67.47690692059525,69.66101837158203,194994800,0.0,0.0
2020-04-15 04:00:00,68.5325465687292,69.48627323972364,68.10300741459568,69.02518463134766,131154400,0.0,0.0
2020-04-16 04:00:00,69.74111095168836,69.94010956261418,68.52043554980419,69.57366180419922,157125200,0.0,0.0
2020-04-17 04:00:00,69.08829799292641,69.63675500516926,67.1881169210457,68.62963104248047,215250000,0.0,0.0
2020-04-20 04:00:00,67.4526460174679,68.35783414900595,67.18569757688921,67.20510864257812,130015200,0.0,0.0
2020-04-21 04:00:00,67.0473614677832,67.28276042085989,64.41429253639382,65.12776947021484,180991600,0.0,0.0
2020-04-22 04:00:00,66.39940914673265,67.4405043108994,66.05723821466911,67.0036849975586,116862400,0.0,0.0
2020-04-23 04:00:00,66.94786041444767,68.37481424450658,66.7051813931717,66.74401092529297,124814400,0.0,0.0
2020-04-24 04:00:00,67.27062041354411,68.68058478279482,67.22208165212722,68.6708755493164,126161200,0.0,0.0
2020-04-27 04:00:00,68.38691453820232,69.05185979410625,67.93796447513058,68.71939086914062,117087600,0.0,0.0
2020-04-28 04:00:00,69.18294368703222,69.36495298340253,67.51331796268283,67.60552978515625,112004800,0.0,0.0
2020-04-29 04:00:00,69.0980126121264,70.29684778168853,68.89416308692655,69.8260498046875,137280800,0.0,0.0
2020-04-30 04:00:00,70.36720857906009,71.47625350962926,69.97649890054853,71.2990951538086,183064000,0.0,0.0
2020-05-01 04:00:00,69.46688076275679,72.56103877053023,69.36981062017894,70.15123748779297,240616800,0.0,0.0
2020-05-04 04:00:00,70.17550415897956,71.27241079901312,69.4838673851674,71.14379119873047,133568000,0.0,0.0
2020-05-05 04:00:00,71.60487317175793,73.04638718577591,71.45926427424553,72.2115707397461,147751200,0.0,0.0
2020-05-06 04:00:00,72.91534530676655,73.58999276968885,72.5294865058915,72.95660400390625,142333600,0.0,0.0
2020-05-07 04:00:00,73.58513616899319,74.05836324243135,73.28178737986006,73.7113265991211,115215200,0.0,0.0
2020-05-08 04:00:00,74.37318352894752,75.51929346913721,74.04467859867044,75.46575927734375,133838400,0.205,0.0
2020-05-11 04:00:00,74.97181444929954,77.14966694282032,74.7625416518722,76.65326690673828,145946400,0.0,0.0
2020-05-12 04:00:00,77.33946490194451,77.79207364909227,75.65558421726155,75.77725219726562,162301200,0.0,0.0
2020-05-13 04:00:00,75.95731647939719,76.88199755928032,73.78189245874619,74.8623046875,200622400,0.0,0.0
2020-05-14 04:00:00,74.09823268490378,75.38304620688119,73.37308887883164,75.32221221923828,158929200,0.0,0.0
2020-05-15 04:00:00,73.08593587865772,74.92311887352467,73.05186528964549,74.87688446044922,166348400,0.0,0.0
2020-05-18 04:00:00,76.20552437986748,77.01582984347145,75.51201542213853,76.6410903930664,135178400,0.0,0.0
